keyword,title,price,raw_price,old_price,extracted_old_price,rating,reviews,platform,position,delivery,link,thumbnail,brand,price_range,visibility_score,discount_percentage
power bank fast charging,Sony power bank fast charging Model 702,,,,,4.7,4883,Croma,,5 Days,,,Unknown,Unknown,,
office chair ergonomic,Boat office chair ergonomic Model 293,14351.0,,,,3.9,1098,Flipkart,,5 Days,,,Boat,Premium,,
air fryer India,Nike air fryer India Model 642,6086.0,,,,,4274,Flipkart,,5 Days,,,Nike,Premium,,
air fryer India,HP air fryer India Model 311,43097.0,,,,3.6,1168,Reliance Digital,,2 Days,,,HP,Luxury,,
office chair ergonomic,HP office chair ergonomic Model 929,48052.0,,,,3.8,37,Croma,,2 Days,,,HP,Luxury,,
office chair ergonomic,Nike office chair ergonomic Model 400,14284.0,,,,4.7,1381,Croma,,Free Delivery,,,Nike,Premium,,
men running shoes,Nike men running shoes Model 617,17198.0,,,,3.8,3865,Croma,,5 Days,,,Nike,Premium,,
power bank fast charging,HP power bank fast charging Model 745,30753.0,,,,4.6,884,Reliance Digital,,2 Days,,,HP,Luxury,,
men running shoes,Philips men running shoes Model 827,,,,,2.7,2023,Flipkart,,Free Delivery,,,Philips,Unknown,,
microwave oven convection,LG microwave oven convection Model 103,45883.0,,,,4.5,1488,Flipkart,,2 Days,,,LG,Luxury,,
microwave oven convection,Nike microwave oven convection Model 484,35539.0,,,,,461,Reliance Digital,,Free Delivery,,,Nike,Luxury,,
microwave oven convection,Nike microwave oven convection Model 744,14102.0,,,,3.3,355,Reliance Digital,,Free Delivery,,,Nike,Premium,,
power bank fast charging,HP power bank fast charging Model 251,29650.0,,,,4.0,2211,Amazon,,5 Days,,,HP,Luxury,,
men running shoes,Nike men running shoes Model 881,,,,,4.3,3162,Amazon,,Free Delivery,,,Nike,Unknown,,
men running shoes,Philips men running shoes Model 830,37227.0,,,,3.2,2415,Flipkart,,Free Delivery,,,Philips,Luxury,,
men running shoes,Sony men running shoes Model 146,15396.0,,,,4.5,1884,Flipkart,,5 Days,,,Unknown,Premium,,
power bank fast charging,Puma power bank fast charging Model 127,10720.0,,,,4.3,629,Reliance Digital,,Free Delivery,,,Puma,Premium,,
men running shoes,Samsung men running shoes Model 413,14199.0,,,,3.9,4628,Reliance Digital,,Free Delivery,,,Samsung,Premium,,
air fryer India,Samsung air fryer India Model 611,3868.0,,,,2.7,4042,Croma,,2 Days,,,Samsung,Mid-Range,,
power bank fast charging,LG power bank fast charging Model 130,49897.0,,,,3.0,2424,Reliance Digital,,5 Days,,,LG,Luxury,,
office chair ergonomic,Nike office chair ergonomic Model 962,,,,,4.6,2246,Flipkart,,5 Days,,,Nike,Unknown,,
office chair ergonomic,Boat office chair ergonomic Model 306,33632.0,,,,3.7,803,Reliance Digital,,2 Days,,,Boat,Luxury,,
microwave oven convection,Boat microwave oven convection Model 962,13198.0,,,,4.3,3270,Amazon,,2 Days,,,Boat,Premium,,
microwave oven convection,Puma microwave oven convection Model 409,19446.0,,,,,2308,Croma,,2 Days,,,Puma,Premium,,
air fryer India,HP air fryer India Model 794,27642.0,,,,4.9,22,Reliance Digital,,5 Days,,,HP,Luxury,,
power bank fast charging,Boat power bank fast charging Model 410,7209.0,,,,3.8,4713,Flipkart,,Free Delivery,,,Boat,Premium,,
microwave oven convection,Boat microwave oven convection Model 217,4482.0,,,,3.2,779,Croma,,2 Days,,,Boat,Mid-Range,,
power bank fast charging,LG power bank fast charging Model 610,32170.0,,,,3.4,852,Reliance Digital,,Free Delivery,,,LG,Luxury,,
power bank fast charging,Samsung power bank fast charging Model 384,11076.0,,,,4.4,2498,Amazon,,Free Delivery,,,Samsung,Premium,,
air fryer India,Puma air fryer India Model 890,22607.0,,,,3.3,2977,Reliance Digital,,2 Days,,,Puma,Luxury,,
microwave oven convection,HP microwave oven convection Model 255,150250.0,,,,4.8,644,Reliance Digital,,Free Delivery,,,HP,Luxury,,
microwave oven convection,LG microwave oven convection Model 538,,,,,4.3,3962,Reliance Digital,,5 Days,,,LG,Unknown,,
men running shoes,Nike men running shoes Model 445,6514.0,,,,3.1,3970,Amazon,,Free Delivery,,,Nike,Premium,,
power bank fast charging,Nike power bank fast charging Model 184,,,,,2.8,1599,Croma,,2 Days,,,Nike,Unknown,,
power bank fast charging,Puma power bank fast charging Model 391,21690.0,,,,3.2,3331,Flipkart,,2 Days,,,Puma,Luxury,,
office chair ergonomic,LG office chair ergonomic Model 994,13287.0,,,,4.6,414,Croma,,Free Delivery,,,LG,Premium,,
microwave oven convection,Sony microwave oven convection Model 718,,,,,4.0,1163,Croma,,5 Days,,,Unknown,Unknown,,
power bank fast charging,Philips power bank fast charging Model 285,,,,,3.0,2704,Amazon,,5 Days,,,Philips,Unknown,,
men running shoes,HP men running shoes Model 483,498050.0,,,,3.3,4703,Amazon,,2 Days,,,HP,Luxury,,
men running shoes,Boat men running shoes Model 963,1439.0,,,,3.7,2268,Reliance Digital,,Free Delivery,,,Boat,Mid-Range,,
air fryer India,Sony air fryer India Model 556,4039.0,,,,3.1,2150,Amazon,,5 Days,,,Unknown,Mid-Range,,
microwave oven convection,Nike microwave oven convection Model 557,26380.0,,,,4.7,3235,Flipkart,,Free Delivery,,,Nike,Luxury,,
microwave oven convection,HP microwave oven convection Model 907,38823.0,,,,3.2,214,Croma,,2 Days,,,HP,Luxury,,
air fryer India,Nike air fryer India Model 938,6967.0,,,,2.7,2732,Reliance Digital,,5 Days,,,Nike,Premium,,
microwave oven convection,Philips microwave oven convection Model 214,,,,,2.5,343,Reliance Digital,,Free Delivery,,,Philips,Unknown,,
office chair ergonomic,LG office chair ergonomic Model 506,41093.0,,,,3.2,3648,Flipkart,,5 Days,,,LG,Luxury,,
men running shoes,Nike men running shoes Model 469,8496.0,,,,4.5,969,Croma,,2 Days,,,Nike,Premium,,
air fryer India,HP air fryer India Model 735,6304.0,,,,3.9,3336,Amazon,,5 Days,,,HP,Premium,,
men running shoes,Samsung men running shoes Model 267,27684.0,,,,4.4,2165,Flipkart,,5 Days,,,Samsung,Luxury,,
men running shoes,LG men running shoes Model 927,10893.0,,,,,3220,Flipkart,,Free Delivery,,,LG,Premium,,
air fryer India,Boat air fryer India Model 822,317150.0,,,,,912,Reliance Digital,,2 Days,,,Boat,Luxury,,
power bank fast charging,Boat power bank fast charging Model 237,40605.0,,,,4.1,4794,Reliance Digital,,Free Delivery,,,Boat,Luxury,,
men running shoes,Samsung men running shoes Model 400,49074.0,,,,3.4,3514,Reliance Digital,,2 Days,,,Samsung,Luxury,,
air fryer India,Sony air fryer India Model 728,40235.0,,,,4.9,1832,Croma,,Free Delivery,,,Unknown,Luxury,,
office chair ergonomic,Boat office chair ergonomic Model 324,455330.0,,,,4.1,3258,Amazon,,Free Delivery,,,Boat,Luxury,,
microwave oven convection,Puma microwave oven convection Model 672,32574.0,,,,,4159,Reliance Digital,,2 Days,,,Puma,Luxury,,
office chair ergonomic,LG office chair ergonomic Model 906,47981.0,,,,,4032,Flipkart,,5 Days,,,LG,Luxury,,
air fryer India,Nike air fryer India Model 478,18795.0,,,,4.7,4940,Reliance Digital,,Free Delivery,,,Nike,Premium,,
office chair ergonomic,Puma office chair ergonomic Model 268,19653.0,,,,,2571,Amazon,,5 Days,,,Puma,Premium,,
microwave oven convection,Philips microwave oven convection Model 749,12002.0,,,,4.2,1195,Flipkart,,2 Days,,,Philips,Premium,,
microwave oven convection,Puma microwave oven convection Model 481,35873.0,,,,3.1,4742,Amazon,,5 Days,,,Puma,Luxury,,
power bank fast charging,LG power bank fast charging Model 622,13442.0,,,,4.9,2243,Amazon,,5 Days,,,LG,Premium,,
microwave oven convection,LG microwave oven convection Model 140,48117.0,,,,2.7,1141,Flipkart,,5 Days,,,LG,Luxury,,
air fryer India,Philips air fryer India Model 646,11773.0,,,,4.6,2746,Croma,,Free Delivery,,,Philips,Premium,,
office chair ergonomic,Puma office chair ergonomic Model 799,7517.0,,,,3.7,2856,Croma,,2 Days,,,Puma,Premium,,
power bank fast charging,Sony power bank fast charging Model 905,21605.0,,,,3.2,4282,Flipkart,,5 Days,,,Unknown,Luxury,,
men running shoes,LG men running shoes Model 336,10645.0,,,,2.6,1588,Amazon,,2 Days,,,LG,Premium,,
microwave oven convection,HP microwave oven convection Model 797,,,,,4.1,3378,Amazon,,Free Delivery,,,HP,Unknown,,
office chair ergonomic,Sony office chair ergonomic Model 805,33876.0,,,,4.2,4729,Flipkart,,2 Days,,,Unknown,Luxury,,
air fryer India,Sony air fryer India Model 387,,,,,3.4,3668,Flipkart,,2 Days,,,Unknown,Unknown,,
microwave oven convection,LG microwave oven convection Model 265,36060.0,,,,2.7,1104,Amazon,,Free Delivery,,,LG,Luxury,,
men running shoes,Boat men running shoes Model 103,11594.0,,,,3.9,3659,Amazon,,5 Days,,,Boat,Premium,,
microwave oven convection,LG microwave oven convection Model 421,1377.0,,,,5.0,1203,Reliance Digital,,Free Delivery,,,LG,Mid-Range,,
power bank fast charging,Sony power bank fast charging Model 720,8143.0,,,,5.0,1895,Amazon,,2 Days,,,Unknown,Premium,,
power bank fast charging,HP power bank fast charging Model 730,8200.0,,,,2.7,633,Flipkart,,5 Days,,,HP,Premium,,
microwave oven convection,Boat microwave oven convection Model 912,14301.0,,,,3.4,3397,Croma,,5 Days,,,Boat,Premium,,
air fryer India,Philips air fryer India Model 480,48641.0,,,,3.4,436,Flipkart,,Free Delivery,,,Philips,Luxury,,
office chair ergonomic,Samsung office chair ergonomic Model 401,17691.0,,,,4.1,4739,Flipkart,,2 Days,,,Samsung,Premium,,
air fryer India,HP air fryer India Model 467,24241.0,,,,3.6,2577,Croma,,5 Days,,,HP,Luxury,,
microwave oven convection,Philips microwave oven convection Model 811,40899.0,,,,3.1,4061,Croma,,5 Days,,,Philips,Luxury,,
office chair ergonomic,HP office chair ergonomic Model 686,40569.0,,,,4.9,2457,Amazon,,2 Days,,,HP,Luxury,,
men running shoes,Samsung men running shoes Model 708,44224.0,,,,,4643,Reliance Digital,,Free Delivery,,,Samsung,Luxury,,
air fryer India,Sony air fryer India Model 785,,,,,2.8,460,Amazon,,Free Delivery,,,Unknown,Unknown,,
microwave oven convection,Dell microwave oven convection Model 732,22414.0,,,,4.5,4065,Flipkart,,2 Days,,,Dell,Luxury,,
air fryer India,Philips air fryer India Model 717,21851.0,,,,4.4,1283,Reliance Digital,,2 Days,,,Philips,Luxury,,
air fryer India,Philips air fryer India Model 486,32783.0,,,,3.0,3444,Reliance Digital,,Free Delivery,,,Philips,Luxury,,
men running shoes,Samsung men running shoes Model 420,25585.0,,,,4.4,382,Reliance Digital,,Free Delivery,,,Samsung,Luxury,,
men running shoes,HP men running shoes Model 244,27366.0,,,,4.7,171,Amazon,,5 Days,,,HP,Luxury,,
office chair ergonomic,Samsung office chair ergonomic Model 268,,,,,3.8,1147,Reliance Digital,,Free Delivery,,,Samsung,Unknown,,
men running shoes,Boat men running shoes Model 359,,,,,3.6,4967,Croma,,2 Days,,,Boat,Unknown,,
office chair ergonomic,Sony office chair ergonomic Model 515,28389.0,,,,4.6,685,Croma,,Free Delivery,,,Unknown,Luxury,,
office chair ergonomic,Philips office chair ergonomic Model 257,17699.0,,,,2.6,1407,Flipkart,,Free Delivery,,,Philips,Premium,,
microwave oven convection,Dell microwave oven convection Model 900,36248.0,,,,2.9,3267,Flipkart,,Free Delivery,,,Dell,Luxury,,
men running shoes,Dell men running shoes Model 531,7064.0,,,,4.9,2725,Reliance Digital,,2 Days,,,Dell,Premium,,
men running shoes,HP men running shoes Model 526,45586.0,,,,3.7,483,Reliance Digital,,2 Days,,,HP,Luxury,,
men running shoes,Nike men running shoes Model 884,,,,,4.0,1629,Flipkart,,2 Days,,,Nike,Unknown,,
men running shoes,Sony men running shoes Model 823,,,,,,3112,Flipkart,,Free Delivery,,,Unknown,Unknown,,
men running shoes,Puma men running shoes Model 666,23630.0,,,,3.4,982,Flipkart,,5 Days,,,Puma,Luxury,,
air fryer India,Sony air fryer India Model 991,7436.0,,,,4.9,1081,Flipkart,,Free Delivery,,,Unknown,Premium,,
power bank fast charging,Boat power bank fast charging Model 457,18723.0,,,,,3760,Amazon,,2 Days,,,Boat,Premium,,
men running shoes,Nike men running shoes Model 985,5261.0,,,,4.0,947,Reliance Digital,,2 Days,,,Nike,Premium,,
office chair ergonomic,Philips office chair ergonomic Model 290,12568.0,,,,3.3,1037,Amazon,,Free Delivery,,,Philips,Premium,,
office chair ergonomic,Samsung office chair ergonomic Model 945,,,,,3.0,3165,Amazon,,Free Delivery,,,Samsung,Unknown,,
power bank fast charging,Boat power bank fast charging Model 929,,,,,2.7,1299,Flipkart,,2 Days,,,Boat,Unknown,,
microwave oven convection,HP microwave oven convection Model 705,21357.0,,,,4.3,1751,Amazon,,2 Days,,,HP,Luxury,,
microwave oven convection,LG microwave oven convection Model 704,,,,,2.6,4942,Flipkart,,Free Delivery,,,LG,Unknown,,
men running shoes,Samsung men running shoes Model 751,49670.0,,,,4.6,900,Reliance Digital,,2 Days,,,Samsung,Luxury,,
men running shoes,LG men running shoes Model 786,,,,,3.1,3910,Croma,,2 Days,,,LG,Unknown,,
office chair ergonomic,Dell office chair ergonomic Model 101,,,,,3.0,3442,Reliance Digital,,2 Days,,,Dell,Unknown,,
air fryer India,Dell air fryer India Model 609,,,,,,862,Reliance Digital,,2 Days,,,Dell,Unknown,,
microwave oven convection,LG microwave oven convection Model 443,11089.0,,,,4.4,3882,Amazon,,2 Days,,,LG,Premium,,
microwave oven convection,Dell microwave oven convection Model 722,25560.0,,,,4.3,844,Reliance Digital,,Free Delivery,,,Dell,Luxury,,
men running shoes,Philips men running shoes Model 308,42168.0,,,,3.6,667,Reliance Digital,,5 Days,,,Philips,Luxury,,
men running shoes,Philips men running shoes Model 169,45637.0,,,,3.1,3481,Amazon,,5 Days,,,Philips,Luxury,,
office chair ergonomic,HP office chair ergonomic Model 913,15034.0,,,,3.3,3503,Reliance Digital,,5 Days,,,HP,Premium,,
office chair ergonomic,Philips office chair ergonomic Model 989,8904.0,,,,3.0,3739,Amazon,,2 Days,,,Philips,Premium,,
office chair ergonomic,Puma office chair ergonomic Model 321,44831.0,,,,4.3,4897,Flipkart,,Free Delivery,,,Puma,Luxury,,
power bank fast charging,HP power bank fast charging Model 100,9092.0,,,,3.8,811,Croma,,Free Delivery,,,HP,Premium,,
power bank fast charging,HP power bank fast charging Model 956,49324.0,,,,4.9,4798,Amazon,,5 Days,,,HP,Luxury,,
office chair ergonomic,HP office chair ergonomic Model 726,49015.0,,,,2.9,3373,Reliance Digital,,5 Days,,,HP,Luxury,,
microwave oven convection,Samsung microwave oven convection Model 999,12362.0,,,,3.6,3512,Croma,,5 Days,,,Samsung,Premium,,
men running shoes,Dell men running shoes Model 938,18469.0,,,,,3920,Amazon,,5 Days,,,Dell,Premium,,
men running shoes,Boat men running shoes Model 821,11806.0,,,,3.7,3346,Amazon,,2 Days,,,Boat,Premium,,
microwave oven convection,Sony microwave oven convection Model 983,9278.0,,,,3.2,937,Amazon,,Free Delivery,,,Unknown,Premium,,
power bank fast charging,Samsung power bank fast charging Model 567,2958.0,,,,4.1,4103,Croma,,2 Days,,,Samsung,Mid-Range,,
office chair ergonomic,HP office chair ergonomic Model 586,3054.0,,,,,2790,Reliance Digital,,2 Days,,,HP,Mid-Range,,
men running shoes,LG men running shoes Model 131,43158.0,,,,4.2,184,Flipkart,,2 Days,,,LG,Luxury,,
power bank fast charging,Samsung power bank fast charging Model 205,86400.0,,,,,2729,Flipkart,,5 Days,,,Samsung,Luxury,,
microwave oven convection,LG microwave oven convection Model 469,23503.0,,,,3.7,712,Reliance Digital,,2 Days,,,LG,Luxury,,
power bank fast charging,Puma power bank fast charging Model 586,7191.0,,,,3.9,1373,Croma,,2 Days,,,Puma,Premium,,
men running shoes,Nike men running shoes Model 359,14330.0,,,,3.9,4643,Amazon,,Free Delivery,,,Nike,Premium,,
air fryer India,Boat air fryer India Model 311,36987.0,,,,4.2,1543,Amazon,,Free Delivery,,,Boat,Luxury,,
air fryer India,HP air fryer India Model 211,39993.0,,,,,149,Amazon,,Free Delivery,,,HP,Luxury,,
men running shoes,Puma men running shoes Model 305,49243.0,,,,3.5,515,Croma,,2 Days,,,Puma,Luxury,,
microwave oven convection,Boat microwave oven convection Model 453,44884.0,,,,4.0,122,Flipkart,,Free Delivery,,,Boat,Luxury,,
microwave oven convection,HP microwave oven convection Model 472,42957.0,,,,3.2,3026,Croma,,5 Days,,,HP,Luxury,,
microwave oven convection,Dell microwave oven convection Model 838,383970.0,,,,2.8,2066,Reliance Digital,,5 Days,,,Dell,Luxury,,
power bank fast charging,Sony power bank fast charging Model 509,38591.0,,,,2.7,969,Reliance Digital,,5 Days,,,Unknown,Luxury,,
microwave oven convection,Sony microwave oven convection Model 848,9020.0,,,,3.0,1410,Amazon,,2 Days,,,Unknown,Premium,,
power bank fast charging,Philips power bank fast charging Model 190,38421.0,,,,,234,Flipkart,,Free Delivery,,,Philips,Luxury,,
men running shoes,LG men running shoes Model 449,15824.0,,,,2.9,2382,Reliance Digital,,2 Days,,,LG,Premium,,
office chair ergonomic,Philips office chair ergonomic Model 887,9713.0,,,,3.7,3026,Flipkart,,2 Days,,,Philips,Premium,,
men running shoes,Nike men running shoes Model 850,38043.0,,,,3.3,2625,Flipkart,,2 Days,,,Nike,Luxury,,
office chair ergonomic,Nike office chair ergonomic Model 830,22701.0,,,,4.6,868,Amazon,,Free Delivery,,,Nike,Luxury,,
men running shoes,Samsung men running shoes Model 677,31281.0,,,,3.2,1859,Amazon,,5 Days,,,Samsung,Luxury,,
microwave oven convection,Samsung microwave oven convection Model 830,39906.0,,,,3.7,2247,Reliance Digital,,Free Delivery,,,Samsung,Luxury,,
power bank fast charging,Nike power bank fast charging Model 406,436130.0,,,,,3636,Reliance Digital,,Free Delivery,,,Nike,Luxury,,
air fryer India,Puma air fryer India Model 297,15008.0,,,,4.6,3256,Croma,,5 Days,,,Puma,Premium,,
microwave oven convection,Philips microwave oven convection Model 423,15450.0,,,,3.5,2281,Croma,,2 Days,,,Philips,Premium,,
power bank fast charging,Dell power bank fast charging Model 417,,,,,3.5,1552,Flipkart,,Free Delivery,,,Dell,Unknown,,
office chair ergonomic,Dell office chair ergonomic Model 787,40869.0,,,,3.4,141,Reliance Digital,,5 Days,,,Dell,Luxury,,
power bank fast charging,Philips power bank fast charging Model 149,4795.0,,,,4.1,942,Croma,,2 Days,,,Philips,Mid-Range,,
power bank fast charging,Philips power bank fast charging Model 528,,,,,2.6,3719,Amazon,,5 Days,,,Philips,Unknown,,
men running shoes,Nike men running shoes Model 733,71900.0,,,,4.1,4924,Flipkart,,Free Delivery,,,Nike,Luxury,,
power bank fast charging,Sony power bank fast charging Model 747,29596.0,,,,4.3,934,Reliance Digital,,2 Days,,,Unknown,Luxury,,
microwave oven convection,Sony microwave oven convection Model 408,41193.0,,,,,2034,Amazon,,2 Days,,,Unknown,Luxury,,
power bank fast charging,Nike power bank fast charging Model 824,,,,,4.1,3827,Croma,,Free Delivery,,,Nike,Unknown,,
microwave oven convection,Samsung microwave oven convection Model 326,2525.0,,,,,3415,Croma,,5 Days,,,Samsung,Mid-Range,,
men running shoes,Samsung men running shoes Model 836,712.0,,,,4.6,819,Flipkart,,2 Days,,,Samsung,Budget,,
power bank fast charging,HP power bank fast charging Model 709,24141.0,,,,3.2,2688,Croma,,2 Days,,,HP,Luxury,,
microwave oven convection,Puma microwave oven convection Model 523,44457.0,,,,4.5,760,Croma,,2 Days,,,Puma,Luxury,,
